gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSG00000200403	1.0999	-0.2602	1.0409	0.6752	0.7663
ENSG00000040487	246.7082	2.6485	0.364	0	0
ENSG00000077549	6921.0301	0.5344	0.1877	0.0039	0.0131
ENSG00000240490	0.2526	0.2557	1.3029	0.5923	NA
ENSG00000235185	0.0963	0.1454	1.2958	0.7585	NA
ENSG00000173436	250.4701	0.5667	0.3166	0.0632	0.1287
ENSG00000270136	0.2057	-0.1467	1.2951	0.7569	NA
ENSG00000226396	15.1816	-0.0747	0.6715	0.894	0.9281
ENSG00000158747	128.4797	2.0145	0.4059	0	0
ENSG00000158748	0.1029	-0.0476	1.2919	0.9197	NA
ENSG00000162542	262.4151	1.4085	0.2934	0	0
ENSG00000169914	455.3233	-0.3266	0.2084	0.1115	0.1993
ENSG00000188257	7.9495	-2.3077	1.5154	0.0034	0.0116
ENSG00000127472	4.1828	-3.1205	1.42	3e-04	0.0014
ENSG00000117215	0.0858	-0.0476	1.2919	0.9197	NA
ENSG00000158786	0.3843	-0.0625	1.2909	0.8949	NA
ENSG00000227066	0.114	-0.0476	1.2919	0.9197	NA
ENSG00000225986	0.4011	0.3355	1.3106	0.4864	NA
ENSG00000162543	2.9601	-0.9635	0.9885	0.1404	0.2374
ENSG00000162545	679.4738	0.6153	0.6111	0.2435	0.3602
ENSG00000090432	587.989	1.4008	0.1834	0	0
ENSG00000183114	0.1745	0.0488	1.2919	0.9177	NA
ENSG00000158825	19.5788	0.2719	0.8734	0.6641	0.7576
ENSG00000158828	266.2768	1.5703	0.3467	0	0
ENSG00000117242	275.8614	-0.9125	0.2473	2e-04	9e-04
ENSG00000244038	6223.1218	1.198	0.3067	1e-04	3e-04
ENSG00000117245	121.2954	1.1691	0.6406	0.0316	0.0742
ENSG00000189410	108.0227	2.9458	0.868	0	1e-04
ENSG00000233069	0.1029	-0.0476	1.2919	0.9197	NA
ENSG00000127483	7087.1926	-0.7971	0.2996	0.0059	0.0185
ENSG00000075151	5366.6125	-1.4525	0.2272	0	0
ENSG00000251914	0.2281	-0.16	1.2955	0.736	NA
ENSG00000233072	0.5301	-0.2595	1.2312	0.6296	NA
ENSG00000236073	0.3895	0.2498	1.3024	0.6007	NA
ENSG00000235112	0.7582	-0.4241	1.222	0.4499	NA
ENSG00000117298	18851.0784	0.6976	0.4292	0.0814	0.1565
ENSG00000236936	4.4788	-2.8682	1.2797	4e-04	0.0019
ENSG00000231105	7.0453	0.0568	0.6613	0.9185	0.9447
ENSG00000236216	0.2814	0.2825	1.3052	0.5553	NA
ENSG00000227001	21.6698	-0.3899	0.4966	0.3884	0.5101
ENSG00000187952	10.2342	3.2402	1.2707	1e-04	6e-04
ENSG00000186543	0.3124	0.2895	1.3058	0.5459	NA
ENSG00000142794	382.3011	-0.319	0.3586	0.3509	0.4728
ENSG00000162551	14.398	1.6833	1.0194	NA	NA
ENSG00000076864	2.5383	-0.0567	0.9185	0.9282	0.9512
ENSG00000090686	5274.2603	-0.8532	0.2628	9e-04	0.0037
ENSG00000231978	0.3027	-0.2456	1.2743	0.6253	NA
ENSG00000187942	67.0388	0.7796	0.3029	0.0077	0.0232
ENSG00000142798	33885.9997	1.5105	0.442	2e-04	0.0011
ENSG00000232037	5.2991	-1.0763	0.704	0.0621	0.127
ENSG00000283234	0.7037	0.7814	1.2622	0.1883	NA
ENSG00000219073	0.4299	0.4835	1.2675	0.3717	NA
ENSG00000142789	0.185	0.2248	1.3004	0.6368	NA
ENSG00000228397	4.4167	-0.4095	0.7312	0.4858	0.6025
ENSG00000218510	211.3171	0.0882	0.3936	0.8123	0.8691
ENSG00000070831	13644.3506	-0.4519	0.1821	0.012	0.0335
ENSG00000230068	2.6298	-0.8169	1.0184	0.2072	0.3196
ENSG00000271428	4.8994	-1.4267	1.0143	0.0351	0.0805
ENSG00000271840	3.2827	-2.2831	1.2518	0.0029	0.0101
ENSG00000162552	5.1832	-0.0876	0.8797	0.8887	0.9241
ENSG00000234397	2.8296	1.5043	1.2434	0.0311	0.0731
ENSG00000184677	1506.1803	-0.8967	0.3073	0.0025	0.009
ENSG00000237200	9.0496	-0.9992	0.6847	0.0783	0.1522
ENSG00000276835	0.1029	-0.0476	1.2919	0.9197	NA
ENSG00000173372	21.274	-2.0296	1.0178	0.0038	0.0127
ENSG00000159189	21.0016	-3.1502	1.144	1e-04	4e-04
ENSG00000173369	42.7477	-1.5862	1.2615	0.0247	0.0607
ENSG00000133216	2705.9719	0.7601	0.3976	0.0425	0.0936
ENSG00000225952	1.1149	-0.9035	1.2674	0.14	0.2369
ENSG00000264014	0.4037	0.0488	1.2919	0.9177	NA
ENSG00000227868	0.8166	0.057	1.1306	0.9226	NA
ENSG00000004487	4097.9677	-0.1891	0.2086	0.3572	0.479
ENSG00000240553	1.9915	-1.1767	1.0736	0.0788	0.1528
ENSG00000266802	0.3139	-0.219	1.2981	0.6467	NA
ENSG00000169641	6629.8595	-1.0487	0.2842	1e-04	8e-04
ENSG00000229010	1.4378	-0.834	1.3126	0.151	0.2512
ENSG00000206935	0.6317	-0.1869	1.2204	0.7293	NA
ENSG00000252578	0.9942	-0.2901	1.1277	0.6265	NA
ENSG00000179546	216.6881	1.5871	0.8467	0.0129	0.0354
ENSG00000215381	0.0887	0.1454	1.2958	0.7585	NA
ENSG00000261326	103.1489	-0.3184	0.3426	0.3319	0.4538
ENSG00000125944	7508.2212	-0.4733	0.2442	0.0476	0.1026
ENSG00000125945	868.0507	-1.3091	0.2863	0	0
ENSG00000249087	48.4266	0.3679	0.4355	0.3644	0.4861
ENSG00000271420	1.1249	0.1763	1.0515	0.775	0.8425
ENSG00000204219	138.5568	1.1491	0.6481	0.0361	0.0824
ENSG00000232482	0.3168	-0.0625	1.2909	0.8949	NA
ENSG00000088280	471.64	0.7152	0.4214	0.0695	0.1386
ENSG00000007968	104.9271	1.2479	0.5604	0.0117	0.0328
ENSG00000235052	1.2839	-1.0976	1.1171	0.098	0.1807
ENSG00000117318	1337.4489	1.6059	0.3489	0	0
ENSG00000197880	0.2914	0.1221	1.293	0.7968	NA
ENSG00000142676	23710.2103	0.5459	0.2575	0.0299	0.0708
ENSG00000011007	1942.0654	-0.4752	0.3023	0.1039	0.189
ENSG00000236810	12.3822	-0.1985	0.4986	0.6617	0.7555
ENSG00000057757	947.8134	0.4411	0.1977	0.0236	0.0586
ENSG00000011009	1253.2786	2.2136	0.4259	0	0
ENSG00000117308	742.3322	2.1023	0.4933	0	0
ENSG00000117305	741.2492	0.4692	0.3297	0.1386	0.2352
ENSG00000179163	673.886	-1.1585	0.489	0.0093	0.0271
ENSG00000188822	0.242	0.0488	1.2919	0.9177	NA
ENSG00000229106	1.2606	0.5581	1.0287	0.379	0.5009
ENSG00000230228	0.8013	0.4205	1.1542	0.4792	NA
ENSG00000189266	3079.7159	-0.4182	0.2414	0.0768	0.15
ENSG00000188529	3426.6119	-0.7254	0.2475	0.0027	0.0096
ENSG00000215905	0.0963	0.1454	1.2958	0.7585	NA
ENSG00000225315	0.0963	0.1454	1.2958	0.7585	NA
ENSG00000142661	29.737	2.401	1.194	0.0016	0.0063
ENSG00000142677	0.927	0.6651	1.3136	0.2223	NA
ENSG00000185436	1.7216	0.1963	1.0504	0.7505	0.824
ENSG00000158055	1.9585	0.1017	0.9657	0.8714	0.9119
ENSG00000001460	293.1337	0.3585	0.2979	0.2138	0.3271
ENSG00000001461	797.946	-0.4383	0.2845	0.1125	0.2008
ENSG00000117602	203.7926	0.538	0.4015	0.1546	0.256
ENSG00000184454	3.1114	-1.2147	1.324	0.0608	0.1249
ENSG00000133226	4212.972	-0.7708	0.2929	0.0066	0.0203
ENSG00000169504	21182.1714	-0.5431	0.2707	0.0393	0.0881
ENSG00000238482	1.7081	-1.211	1.3115	0.0626	0.1278
ENSG00000020633	1.7829	-1.1157	1.2106	0.089	0.1678
ENSG00000229162	0.1716	-0.1269	1.2944	0.7885	NA
ENSG00000117614	1446.1945	-0.5201	0.3557	0.1254	0.2177
ENSG00000117616	1781.6587	-0.7994	0.3958	0.0321	0.0751
ENSG00000272432	2.5822	0.5671	0.9359	0.3731	0.495
ENSG00000261349	23.3103	-1.069	0.7289	0.0692	0.1382
ENSG00000187010	37.0669	-1.1323	0.744	0.0571	0.1188
ENSG00000224183	18.9981	-0.2832	0.5586	0.5674	0.6756
ENSG00000259984	6.3791	-1.3239	0.9525	0.0455	0.099
ENSG00000183726	4421.0031	-0.818	0.384	0.0243	0.06
ENSG00000188672	10.6361	-0.8426	0.7441	0.156	0.2577
ENSG00000238084	15.4022	0.5482	0.4596	0.1963	0.3065
ENSG00000204178	1233.7426	-0.8628	0.2571	6e-04	0.0026
ENSG00000157978	950.6897	0.428	0.2464	0.0758	0.1483
ENSG00000225643	1.5536	1.1375	1.1083	0.088	0.1663
ENSG00000117643	366.888	-1.1204	0.771	NA	NA
ENSG00000233478	1.2414	-0.0029	1.1071	0.9961	0.9975
ENSG00000162430	6307.6602	1.0536	0.2573	0	2e-04
ENSG00000228172	8.2287	0.0166	0.5886	0.9743	0.9828
ENSG00000117640	596.2467	-0.1283	0.2522	0.6028	0.7063
ENSG00000127423	99.6253	0.4827	0.5071	0.2936	0.4139
ENSG00000236528	0.4695	0.0821	1.1819	0.8836	NA
ENSG00000182749	252.3564	0.4994	0.3153	0.1004	0.184
ENSG00000117632	10224.2765	0.0074	0.2454	0.9753	0.9834
ENSG00000229786	1.4643	-1.2948	1.1266	0.0566	0.1179
ENSG00000223624	1.5249	-0.8236	1.0959	0.2002	0.3112
ENSG00000158006	364.4474	-0.426	0.3671	0.2225	0.3366
ENSG00000207237	0.1562	0.1454	1.2958	0.7585	NA
ENSG00000158008	1.8205	1.2444	1.0931	0.0651	0.1317
ENSG00000158014	9.3429	0.5254	1.0697	NA	NA
ENSG00000284309	0.496	-0.2353	1.2329	0.6599	NA
ENSG00000158022	8.1938	1.0232	1.4534	NA	NA
ENSG00000175087	203.7815	-0.6913	0.3889	0.0599	0.1234
ENSG00000197245	80.7407	1.054	0.4344	0.0091	0.0266
ENSG00000236782	1.2395	0.5716	0.9916	0.37	0.4919
ENSG00000142684	0.1745	0.0488	1.2919	0.9177	NA
ENSG00000142675	2.018	0.6084	0.9215	0.3392	0.4612
ENSG00000236155	3.0881	1.056	0.8742	0.0979	0.1806
ENSG00000278572	1.2947	0.5003	0.9782	0.4313	0.5524
ENSG00000130695	723.5569	0.2181	0.3197	0.4788	0.5962
ENSG00000270733	0.8402	-0.4449	1.1612	0.4535	NA
ENSG00000142669	6627.2832	1.524	0.5195	0.0011	0.0044
ENSG00000158062	203.2151	2.0088	0.4069	0	0
ENSG00000169442	0.3139	-0.219	1.2981	0.6467	NA
ENSG00000176092	3.9174	-0.835	1.0917	0.195	0.3049
ENSG00000225854	0.114	-0.0476	1.2919	0.9197	NA
ENSG00000131914	0.43	-0.212	1.1897	0.7057	NA
ENSG00000117682	1429.838	0.1577	0.3023	0.5896	0.6946
ENSG00000223583	4.0691	-1.0567	0.8333	0.0919	0.1719
ENSG00000225891	3.32	-1.7293	0.9857	0.0113	0.0319
ENSG00000198830	7132.4911	1.3594	0.2932	0	0
ENSG00000117676	340.9266	1.7989	0.3713	0	0
ENSG00000260063	9.365	0.0303	0.5263	0.9489	0.9655
ENSG00000117713	2474.7557	-0.2471	0.2836	0.3696	0.4914
ENSG00000060642	176.1252	0.0761	0.2819	0.781	0.8468
ENSG00000204160	616.3666	1.4653	0.3084	0	0
ENSG00000175793	1.7971	1.6527	1.1993	0.0201	0.0513
ENSG00000142751	592.7303	0.7123	0.2137	7e-04	0.0031
ENSG00000198746	249.8318	1.24	0.2723	0	0
ENSG00000090273	3047.5392	1.4492	0.4418	4e-04	0.0019
ENSG00000131910	0.1562	0.1454	1.2958	0.7585	NA
ENSG00000175707	3.0832	0.6902	0.9223	0.2798	0.3991
ENSG00000172746	3.4194	1.9285	1.249	0.009	0.0263
ENSG00000225294	2.6046	0.7379	0.973	0.2517	0.3688
ENSG00000253368	582.6025	1.2862	0.7441	0.0308	0.0727
ENSG00000158246	32.6372	2.7627	0.7078	0	0
ENSG00000090020	1704.4784	1.0455	0.4806	0.0174	0.0455
ENSG00000229985	0.4858	0.4593	1.26	0.3972	NA
ENSG00000214973	2.8349	1.0683	0.9549	0.1023	0.1867
ENSG00000225159	84.6834	1.1011	0.3903	0.0028	0.0098
ENSG00000225990	0.0858	-0.0476	1.2919	0.9197	NA
ENSG00000224311	0.0887	0.1454	1.2958	0.7585	NA
ENSG00000142784	1000.7851	0.6481	0.2571	0.0098	0.0282
ENSG00000252098	0.4055	-0.3591	1.2582	0.4976	NA
ENSG00000243659	1.3168	-0.6652	1.1477	0.2824	0.402
ENSG00000186501	486.0088	2.1284	0.3714	0	0
ENSG00000206888	1.7268	-0.7083	0.9395	0.2689	0.3873
ENSG00000241547	14.7727	1.2512	0.5779	0.0135	0.0367
ENSG00000142765	4.9164	1.4602	0.7753	0.0166	0.0438
ENSG00000142733	469.4794	3.326	0.5861	0	0
ENSG00000142748	3.091	2.366	1.3145	0.0025	0.0089
ENSG00000174950	0.0963	0.1454	1.2958	0.7585	NA
ENSG00000231207	0.114	-0.0476	1.2919	0.9197	NA
ENSG00000181773	39.5186	0.9571	0.5997	0.0659	0.1331
ENSG00000158195	8035.2424	-0.7314	0.2422	0.002	0.0075
ENSG00000241169	0.9751	-0.5585	1.2208	0.3348	NA
ENSG00000237429	0.445	-0.292	1.3033	0.5448	NA
ENSG00000126705	325.6596	2.1789	0.3868	0	0
ENSG00000000938	7.4817	0.6423	0.7714	0.2871	0.4069
ENSG00000235912	29.8131	1.6251	0.6464	0.0029	0.0103
ENSG00000233975	0.1821	0.0488	1.2919	0.9177	NA
ENSG00000126709	404.819	0.1833	0.6005	0.7251	0.8055
ENSG00000225886	4.5567	-1.0215	0.8838	0.1102	0.1977
ENSG00000009780	247.7995	0.0601	0.2198	0.7808	0.8467
ENSG00000231344	2.4128	0.1209	0.8217	0.8443	0.892
ENSG00000230833	0.4226	-0.2819	1.3024	0.5582	NA
ENSG00000117758	3096.4444	-0.376	0.2452	0.1171	0.2069
ENSG00000269971	2.2704	-0.9262	0.9487	0.1531	0.2539
ENSG00000270031	2.4656	-0.7802	0.8433	0.2127	0.3258
ENSG00000223062	0.0963	0.1454	1.2958	0.7585	NA
ENSG00000117751	1379.2247	-0.0808	0.2146	0.702	0.7879
ENSG00000252947	1.4235	-0.5321	0.9627	0.4034	0.5248
ENSG00000130775	294.4568	0.8324	0.3943	0.0252	0.0616
ENSG00000117748	1159.0468	0.144	0.2678	0.5809	0.6875
ENSG00000130768	16.8036	0.1563	0.7219	0.7887	0.8522
ENSG00000158156	255.6966	1.2972	0.2477	0	0
ENSG00000158161	1201.5048	-0.7948	0.2956	0.0055	0.0173
ENSG00000238231	2.0291	-0.0799	1.0353	0.8972	0.9304
ENSG00000240750	2.1812	-1.7474	1.1617	0.0146	0.0392
ENSG00000228589	634.7949	-0.1548	0.2638	0.5473	0.6578
ENSG00000214812	0.7591	-0.0811	1.1039	0.8922	NA
ENSG00000169403	12.669	-0.0558	0.7552	0.9254	0.9494
ENSG00000126698	4402.9424	-0.1677	0.2184	0.4346	0.5553
ENSG00000130770	1387.1554	1.9217	0.3273	0	0
ENSG00000270605	11.3579	0.682	0.639	0.2095	0.3223
ENSG00000271398	0.6979	0.4806	1.3078	0.347	NA
ENSG00000130766	326.4465	1.3073	0.3777	3e-04	0.0013
ENSG00000130772	307.7989	0.4325	0.2146	0.0404	0.0901
ENSG00000204138	2635.1964	-0.9265	0.3138	0.0022	0.008
ENSG00000206779	0.4648	-0.407	1.2552	0.4495	NA
ENSG00000229820	0.7631	-0.2133	1.1465	0.7151	NA
ENSG00000221216	0.6744	-0.0167	1.1579	0.9767	NA
ENSG00000180198	2032.5935	1.2754	0.384	4e-04	0.0021
ENSG00000242125	1269.1068	0.5981	0.4259	0.1327	0.2275
ENSG00000200087	40.6202	0.3833	0.5675	0.4441	0.5644
ENSG00000231468	3.6112	-0.7778	0.7214	0.1831	0.2907
ENSG00000279443	9.1808	0.7061	0.5845	0.1673	0.2716
ENSG00000180098	729.0865	0.7078	0.2364	0.0022	0.0082
ENSG00000197989	343.0253	1.2971	0.2878	0	0
ENSG00000221539	9.6531	1.3433	0.5632	0.0068	0.0209
ENSG00000120656	593.1868	-0.185	0.2157	0.3831	0.5049
ENSG00000188060	46.2393	-0.9669	0.5594	0.0508	0.1079
ENSG00000229388	3.2109	0.2593	0.8159	0.6731	0.7649
ENSG00000162419	557.2982	-0.3717	0.2306	0.1003	0.184
ENSG00000198492	2742.381	-0.2585	0.1782	0.1422	0.2399
ENSG00000116329	3.2307	0.4509	0.7877	0.4582	0.5774
ENSG00000233427	0.4011	0.3355	1.3106	0.4864	NA
ENSG00000159023	2577.0256	-1.4013	0.3412	0	1e-04
ENSG00000225616	7.6998	1.1092	0.7638	0.0659	0.133
ENSG00000253304	35.3674	0.9341	0.5525	0.0569	0.1183
ENSG00000225750	1.7046	-0.576	1.0484	0.3628	0.4845
ENSG00000116350	2909.9605	0.2672	0.1807	0.1346	0.2299
ENSG00000116353	347.8091	1.6307	0.3245	0	0
ENSG00000237934	3.363	-0.5423	0.8489	0.3851	0.5069
ENSG00000060656	90.3313	1.1914	0.5328	0.0124	0.0344
ENSG00000228176	0.3008	0.1454	1.2958	0.7585	NA
ENSG00000162510	1.3811	-0.0392	0.9692	0.9503	0.9665
ENSG00000186056	4.5952	0.655	0.675	0.2441	0.3608
ENSG00000162511	2743.267	0.2542	0.3887	0.489	0.6055
ENSG00000264773	0.2338	0.0488	1.2919	0.9177	NA
ENSG00000223382	0.3555	-0.0781	1.2588	0.877	NA
ENSG00000235143	0.2057	-0.1467	1.2951	0.7569	NA
ENSG00000162512	1689.17	-0.7996	0.4341	0.0478	0.1031
ENSG00000134644	3289.1949	-0.9212	0.2258	0	2e-04
ENSG00000237329	0.8897	-0.3843	1.0938	0.5306	NA
ENSG00000232768	0.6263	0.0225	1.2161	0.9666	NA
ENSG00000084628	1.3417	-0.1196	1.1068	0.8415	0.8899
ENSG00000060688	1281.5608	0.4318	0.224	0.0496	0.1061
ENSG00000229447	6.7617	-0.5795	0.7114	0.3173	0.4385
ENSG00000121766	1295.0703	-0.4619	0.2238	0.0356	0.0815
ENSG00000229044	0.9515	-0.442	1.21	0.4381	NA
ENSG00000121769	48.9383	1.2218	0.6257	NA	NA
ENSG00000168528	394.7414	2.0863	0.482	0	0
ENSG00000215899	5.0062	1.2612	0.6773	0.0253	0.0618
ENSG00000260386	0.0887	0.1454	1.2958	0.7585	NA
ENSG00000284543	8.3207	0.3469	0.6434	0.5251	0.6381
ENSG00000229167	14.6142	0.3441	0.4718	0.4276	0.549
ENSG00000142910	7203.7769	1.9368	0.4112	0	0
ENSG00000121764	20.6414	-0.2381	0.6271	0.6574	0.7516
ENSG00000162517	1340.7404	1.3147	0.243	0	0
ENSG00000235790	5.0017	-0.4945	0.6507	0.3684	0.4901
ENSG00000264078	0.0963	0.1454	1.2958	0.7585	NA
ENSG00000084636	24.8509	0.9462	0.5242	0.0446	0.0975
ENSG00000121753	17.0159	3.1151	0.8096	0	0
ENSG00000254545	9.9643	0.5217	0.825	0.3991	0.5205
ENSG00000134668	1005.0349	1.1591	0.8389	0.0658	0.1328
ENSG00000269967	5.2022	-0.9803	0.7438	0.0991	0.1823
ENSG00000184007	5717.8877	-0.5328	0.2136	0.0112	0.0316
ENSG00000228634	3.1562	-0.6457	0.8319	0.2989	0.4199
ENSG00000121774	5120.649	0.4492	0.2208	0.0383	0.0864
ENSG00000203325	7.8477	-0.9382	0.6757	0.0956	0.1772
ENSG00000121775	396.9272	1.8637	0.3703	0	0
ENSG00000266203	0.1562	0.1454	1.2958	0.7585	NA
ENSG00000025800	3657.3586	-0.8316	0.2867	0.0028	0.0098
ENSG00000084652	2924.206	-0.1554	0.2442	0.5156	0.6293
ENSG00000160050	144.0655	1.7782	0.3841	0	0
ENSG00000224066	1.8591	0.184	0.964	0.7701	0.8389
ENSG00000160051	77.8841	0.6067	0.3555	0.0736	0.1448
ENSG00000222046	8.1459	-1.1909	0.7305	0.0433	0.0951
ENSG00000160055	191.3936	0.7859	0.3688	0.0249	0.0611
ENSG00000084623	5668.9076	0.7341	0.3398	0.0241	0.0595
ENSG00000220785	344.3559	0.9695	0.5016	0.0331	0.0769
ENSG00000183615	119.3026	1.6486	0.7763	0.007	0.0212
ENSG00000182866	0.2856	-0.2017	1.2973	0.6722	NA
ENSG00000116478	3651.6794	-0.0656	0.2914	0.8163	0.872
ENSG00000175130	3524.427	-0.5248	0.3917	0.1559	0.2576
ENSG00000233775	0.0887	0.1454	1.2958	0.7585	NA
ENSG00000162526	9.7744	-1.5754	0.6732	0.005	0.016
ENSG00000225828	41.3719	0.0221	0.4133	0.9546	0.9696
ENSG00000160058	1775.003	0.0425	0.2052	0.8337	0.8843
ENSG00000224333	0.4226	-0.2819	1.3024	0.5582	NA
ENSG00000254553	0.366	0.04	1.256	0.937	NA
ENSG00000273274	4.5812	-0.8945	0.7712	0.1391	0.2359
ENSG00000160062	292.4635	-1.0103	0.4017	0.0075	0.0226
ENSG00000176261	655.2014	0.1804	0.2674	0.4887	0.6052
ENSG00000200591	1.6273	-1.1357	1.152	0.0875	0.1655
ENSG00000162521	4845.6301	-0.611	0.2551	0.0142	0.0383
ENSG00000162520	218.3279	0.0902	0.401	0.8112	0.8682
ENSG00000224409	0.9705	0.4999	1.1425	0.4089	NA
ENSG00000162522	769.1276	1.6642	0.2954	0	0
ENSG00000134684	3610.4397	0.3701	0.3308	0.2441	0.3608
ENSG00000116497	987.1149	-0.9386	0.2386	1e-04	4e-04
ENSG00000160097	7.4588	-0.3822	0.6504	0.4868	0.6034
ENSG00000121905	0.875	-0.2129	1.1394	0.717	NA
ENSG00000121900	249.8006	4.2649	0.6147	0	0
ENSG00000116514	895.0947	0.1268	0.359	0.7111	0.7951
ENSG00000278966	1.6583	0.6545	0.9295	0.3053	0.4266
ENSG00000217644	1.1425	0.7364	1.0663	0.2501	0.3672
ENSG00000239670	1.2456	-0.6029	0.9976	0.3451	0.467
ENSG00000236065	1.2205	-1.0337	1.1155	0.1163	0.2059
ENSG00000004455	4186.7947	-0.1188	0.1991	0.5451	0.6558
ENSG00000276645	0.7869	-0.243	1.1503	0.6772	NA
ENSG00000142920	17.887	0.4812	0.6057	0.3589	0.4806
ENSG00000278997	6.3788	-0.6648	0.6306	0.2173	0.3312
ENSG00000116525	142.3429	0.5461	0.2838	0.0475	0.1025
ENSG00000279179	6.4837	-0.5259	0.626	0.3267	0.4487
ENSG00000160094	462.5774	0.7728	0.297	0.0072	0.0218
ENSG00000270115	2.5956	-0.9946	0.8896	0.1204	0.2113
ENSG00000184389	0.8767	-0.1947	1.1458	0.7388	NA
ENSG00000225313	68.4695	-1.1979	0.3282	1e-04	8e-04
ENSG00000134686	1694.2641	1.114	0.3047	2e-04	8e-04
ENSG00000284154	2.8049	-0.497	0.8001	0.4166	0.5383
ENSG00000222112	6.7184	-0.4096	0.7137	0.4801	0.5974
ENSG00000233246	1.1325	-0.6717	1.0861	0.2887	0.4086
ENSG00000121903	200.0259	-0.6792	0.216	0.0014	0.0055
ENSG00000235907	0.603	-0.2295	1.2898	0.6375	NA
ENSG00000121904	2.4241	0.8647	1.043	0.1833	0.2908
ENSG00000163866	1205.8589	0.1801	0.2332	0.4308	0.552
ENSG00000189280	1.3082	-0.709	1.1315	0.2582	0.376
ENSG00000189433	0.4114	-0.2768	1.302	0.5652	NA
ENSG00000255811	0.114	-0.0476	1.2919	0.9197	NA
ENSG00000188910	0.6646	-0.1861	1.2178	0.7312	NA
ENSG00000187513	160.9407	-2.4577	1.0305	6e-04	0.0028
ENSG00000230163	44.085	-0.4407	0.4097	0.252	0.3692
ENSG00000116544	0.7513	-0.0139	1.1382	0.981	NA
ENSG00000241014	90.6441	-0.8964	0.4578	0.0339	0.0782
ENSG00000271741	0.457	0.3026	1.3071	0.5285	NA
ENSG00000243749	4.7255	1.8026	1.1801	0.0124	0.0345
ENSG00000163867	248.2767	-0.2132	0.2869	0.4438	0.5642
ENSG00000197056	709.7072	-1.1926	0.3022	0	3e-04
ENSG00000228348	1.1812	-0.243	1.1201	0.6839	0.7737
ENSG00000116560	12724.3454	-0.5225	0.2036	0.0092	0.0268
ENSG00000146463	3443.634	-1.325	0.229	0	0
ENSG00000240374	0.114	-0.0476	1.2919	0.9197	NA
ENSG00000201542	0.2479	-0.1533	1.2953	0.7465	NA
ENSG00000229994	202.4516	0.3153	0.4867	0.4785	0.596
ENSG00000227409	0.9702	-0.4675	1.0827	0.4512	NA
ENSG00000278702	0.0858	-0.0476	1.2919	0.9197	NA
ENSG00000142687	2156.408	-0.9377	0.2342	0	3e-04
ENSG00000236274	0.5702	-0.3453	1.3089	0.4766	NA
ENSG00000020129	308.5517	2.3166	0.3508	0	0
ENSG00000239636	1.6947	0.5716	0.9437	0.3698	0.4917
ENSG00000116819	6.8967	-0.3105	0.5815	0.5424	0.6532
ENSG00000126067	3678.5167	0.7425	0.3289	0.0187	0.0485
ENSG00000142686	543.7592	0.7202	0.2296	0.0014	0.0055
ENSG00000092853	1104.2079	-0.2201	0.587	0.668	0.7605
ENSG00000232335	0.1451	-0.0476	1.2919	0.9197	NA
ENSG00000134698	1382.4183	-1.2766	0.3902	5e-04	0.0024
ENSG00000092847	1886.9399	-0.8295	0.2836	0.0026	0.0092
ENSG00000271164	0.2281	-0.16	1.2955	0.736	NA
ENSG00000126070	1035.0067	-1.6827	0.3328	0	0
ENSG00000271554	2.5846	-0.4674	0.8435	0.4528	0.5726
ENSG00000232862	1.1744	-0.8301	1.1614	0.1893	0.298
ENSG00000092850	3.9193	0.2489	0.8279	0.6869	0.7759
ENSG00000116863	521.7184	1.8672	0.3675	0	0
ENSG00000171812	88.7088	0.3892	0.5783	0.4433	0.5638
ENSG00000054116	1793.906	0.6359	0.2407	0.007	0.0212
ENSG00000116871	2855.5656	2.2224	0.4492	0	0
ENSG00000054118	9876.4942	-0.9161	0.2356	1e-04	4e-04
ENSG00000231849	0.3843	-0.0625	1.2909	0.8949	NA
ENSG00000214193	132.5178	-0.1758	0.4432	0.6694	0.7618
ENSG00000142694	161.9428	5.6346	0.5613	0	0
ENSG00000116883	28.2139	1.4933	0.5271	0.0015	0.006
ENSG00000196182	702.0879	0.7593	0.2791	0.0051	0.0163
ENSG00000181817	390.2198	2.223	0.4679	0	0
ENSG00000116885	141.4452	0.0744	0.2992	0.7973	0.8584
ENSG00000201448	1.2038	-1.0527	1.1203	0.1104	0.1979
ENSG00000116898	1731.1909	0.7756	0.2636	0.0025	0.0091
ENSG00000119535	30.9055	-5.0232	1.4468	0	0
ENSG00000163873	0.3124	0.2895	1.3058	0.5459	NA
ENSG00000233621	38.3212	1.4203	0.4903	0.0014	0.0057
ENSG00000163874	100.3025	1.7138	0.5664	6e-04	0.0026
ENSG00000163875	1320.9526	-0.4135	0.2189	0.0546	0.1146
ENSG00000263675	4.7477	-1.4886	0.9273	0.0243	0.0599
ENSG00000163877	570.1709	-0.4691	0.2426	0.0482	0.1037
ENSG00000232273	12.0361	1.6611	0.6312	0.002	0.0074
ENSG00000237749	23.6332	1.0209	0.4518	0.0145	0.0391
ENSG00000163879	119.5049	-0.6615	0.7289	0.2599	0.3778
ENSG00000134697	1966.0848	-0.0217	0.2435	0.9275	0.9507
ENSG00000116922	378.155	0.2627	0.3139	0.3855	0.5072
ENSG00000134690	1151.1402	1.2895	0.6135	0.0146	0.0394
ENSG00000214141	0.6438	0.5198	1.3024	0.3203	NA
ENSG00000185090	16.6333	2.1276	0.695	2e-04	0.001
